"","id","wave","w2val006b","w2rit002"
"4414","5211","c",1,3
"4415","5212","b",3,3
"4416","5212","c",2,3
"4417","5213","b",3,2
"4418","5213","c",3,2
"4419","5214","b",3,4
"4420","5214","c",3,2
"4421","5215","b",3,4
"4422","5215","c",2,2
"4423","5216","b",3,1
"4424","5216","c",3,2
"4425","5217","b",3,2
"4426","5217","c",3,2
"4427","5219","b",3,2
"4428","5219","c",2,1
"4429","5220","b",3,7
"4430","5220","c",1,5
"4431","5221","b",3,2
"4432","5222","b",3,3
"4433","5222","c",2,2
"4434","5223","b",3,5
"4435","5223","c",3,2
"4436","5224","b",3,8
"4437","5224","c",3,3
"4438","5225","b",3,3
"4439","5225","c",2,2
"4440","5226","b",3,8
"4441","5226","c",2,2
"4442","5227","b",3,3
"4443","5227","c",3,4
"4444","5228","b",3,3
"4445","5228","c",2,4
"4446","5229","b",3,3
"4447","5229","c",1,2
"4448","5230","b",3,3
"4449","5230","c",3,2
"4450","5231","b",3,3
"4451","5231","c",2,2
"4452","5232","c",2,2
"4453","5233","b",3,1
"4454","5233","c",4,3
"4455","5234","b",3,2
"4456","5234","c",2,2
"4457","5235","b",3,5
"4458","5235","c",2,3
"4459","5236","b",3,3
"4460","5237","b",3,3
"4461","5237","c",3,3
"4462","5238","b",3,4
"4463","5239","b",3,4
"4464","5239","c",2,3
"4465","5240","b",3,8
"4466","5241","b",3,2
"4467","5241","c",2,3
"4468","5242","b",3,3
"4469","5242","c",3,2
"4470","5243","b",3,8
"4471","5244","b",3,5
"4472","5244","c",3,6
"4473","5245","b",3,3
"4474","5245","c",2,6
"4475","5246","b",3,4
"4476","5246","c",3,2
"4477","5247","b",3,2
"4478","5247","c",2,2
"4479","5248","b",3,3
"4480","5249","b",3,3
"4481","5249","c",3,3
"4482","5250","b",3,3
"4483","5250","c",3,2
"4484","5251","b",3,5
"4485","5251","c",3,2
"4486","5252","b",3,2
"4487","5252","c",3,2
"4488","5253","b",3,3
"4489","5254","b",3,2
"4490","5254","c",3,3
"4491","5255","b",3,3
"4492","5255","c",2,2
"4493","5256","b",3,2
"4494","5256","c",5,1
"4495","5257","b",3,4
"4496","5257","c",4,3
"4497","5258","b",3,3
"4498","5258","c",2,2
"4499","5259","b",3,2
"4500","5259","c",3,3
"4501","5260","b",3,5
"4502","5260","c",2,3
"4503","5261","b",3,3
"4504","5261","c",2,4
"4505","5262","b",3,2
"4506","5262","c",3,3
"4507","5263","b",3,2
"4508","5263","c",2,2
"4509","5264","b",3,2
"4510","5264","c",3,3
"4511","5265","b",3,5
"4512","5265","c",4,4
"4513","5266","b",3,3
"4514","5266","c",3,2
"4515","5267","b",3,3
"4516","5267","c",3,2
"4517","5268","b",3,2
"4518","5268","c",2,3
"4519","5269","b",3,3
"4520","5269","c",4,2
"4521","5270","b",3,5
"4522","5270","c",3,4
"4523","5271","b",3,4
"4524","5272","b",3,5
"4525","5272","c",2,3
"4526","5273","b",3,11
"4527","5273","c",3,4
"4528","5274","b",3,3
"4529","5274","c",2,2
"4530","5275","b",3,4
"4531","5275","c",2,3
"4532","5276","b",3,6
"4533","5276","c",2,7
"4534","5277","b",3,4
"4535","5277","c",3,4
"4536","5278","b",3,2
"4537","5279","b",3,3
"4538","5280","b",3,4
"4539","5281","b",3,2
"4540","5281","c",2,2
"4541","5282","b",3,3
"4542","5282","c",2,1
"4543","5283","b",3,2
"4544","5283","c",2,2
"4545","5284","b",3,3
"4546","5284","c",2,3
"4547","5285","b",3,4
"4548","5285","c",3,4
"4549","5286","b",3,2
"4550","5286","c",3,2
"4551","5287","b",3,3
"4552","5287","c",3,3
"4553","5288","b",3,4
"4554","5288","c",2,3
"4555","5289","b",3,3
"4556","5289","c",1,4
"4557","5290","b",3,3
"4558","5290","c",1,2
"4559","5291","b",3,5
"4560","5292","b",3,5
"4561","5293","b",3,4
"4562","5293","c",3,2
"4563","5294","b",3,8
"4564","5294","c",4,5
"4565","5295","b",3,5
"4566","5295","c",3,4
"4567","5296","b",3,3
"4568","5296","c",2,1
"4569","5297","b",3,4
"4570","5297","c",2,3
"4571","5298","b",3,5
"4572","5298","c",2,2
"4573","5299","b",3,3
"4574","5299","c",2,2
"4575","5300","b",3,2
"4576","5300","c",3,2
"4577","5301","b",3,7
"4578","5301","c",3,5
"4579","5302","b",3,5
"4580","5302","c",3,7
"4581","5303","b",3,3
"4582","5304","b",3,4
"4583","5304","c",2,4
"4584","5305","b",3,4
"4585","5305","c",3,5
"4586","5306","b",3,1
"4587","5306","c",3,1
"4588","5307","b",3,2
"4589","5307","c",2,2
"4590","5308","b",3,2
"4591","5308","c",2,2
"4592","5309","b",3,3
"4593","5309","c",2,3
"4594","5310","b",3,2
"4595","5310","c",3,2
"4596","5311","b",3,3
"4597","5311","c",3,3
"4598","5312","b",3,7
"4599","5313","b",3,3
"4600","5313","c",3,2
"4601","5314","b",3,5
"4602","5314","c",3,3
"4603","5315","b",3,5
"4604","5315","c",3,2
"4605","5316","b",3,1
"4606","5316","c",1,1
"4607","5317","b",3,4
"4608","5318","b",3,2
"4609","5318","c",3,2
"4610","5319","b",3,7
"4611","5319","c",2,5
"4612","5320","b",3,2
"4613","5321","b",3,3
"4614","5321","c",3,3
"4615","5322","b",3,4
"4616","5322","c",2,3
"4617","5323","b",3,3
"4618","5323","c",2,2
"4619","5324","b",3,3
"4620","5324","c",2,1
"4621","5325","b",3,3
"4622","5325","c",2,3
"4623","5326","b",3,3
"4624","5326","c",4,5
"4625","5327","b",3,2
"4626","5328","b",3,7
"4627","5328","c",2,3
"4628","5329","b",3,7
"4629","5329","c",2,2
"4630","5330","b",3,7
"4631","5330","c",3,2
"4632","5331","b",3,2
"4633","5331","c",2,1
"4634","5332","b",3,2
"4635","5332","c",3,2
"4636","5333","b",3,4
"4637","5333","c",2,2
"4638","5334","b",3,3
"4639","5334","c",3,2
"4640","5335","b",3,3
"4641","5335","c",3,2
"4642","5336","b",3,3
"4643","5336","c",3,2
"4644","5337","b",3,8
"4645","5337","c",3,4
"4646","5338","b",3,3
"4647","5338","c",3,3
"4648","5339","b",3,3
"4649","5339","c",3,3
"4650","5340","b",3,2
"4651","5340","c",2,4
"4652","5341","b",3,3
"4653","5341","c",2,3
"4654","5342","b",3,8
"4655","5343","b",3,4
"4656","5343","c",3,2
"4657","5344","b",3,3
"4658","5344","c",2,3
"4659","5345","b",3,5
"4660","5345","c",2,3
"4661","5346","b",3,2
"4662","5346","c",3,2
"4663","5347","b",3,2
"4664","5347","c",2,2
"4665","5348","b",3,4
"4666","5348","c",3,3
"4667","5349","b",3,8
"4668","5349","c",4,5
"4669","5350","b",3,3
"4670","5350","c",4,3
"4671","5351","b",3,6
"4672","5351","c",2,3
"4673","5352","b",3,7
"4674","5352","c",2,4
"4675","5353","b",3,2
"4676","5353","c",2,3
"4677","5354","b",3,7
"4678","5355","b",3,4
"4679","5355","c",3,3
"4680","5356","b",3,6
"4681","5356","c",4,4
"4682","5357","b",3,3
"4683","5357","c",5,4
"4684","5358","b",3,4
"4685","5358","c",4,5
"4686","5359","b",3,2
"4687","5360","b",3,3
"4688","5360","c",3,5
"4689","5361","b",3,3
"4690","5361","c",3,2
"4691","5362","b",3,1
"4692","5363","b",3,4
"4693","5363","c",2,2
"4694","5364","b",3,2
"4695","5364","c",3,2
"4696","5365","b",3,10
"4697","5366","b",3,2
"4698","5366","c",3,2
"4699","5367","b",3,3
"4700","5368","b",3,3
"4701","5368","c",2,2
"4702","5369","b",3,4
"4703","5369","c",3,2
"4704","5370","b",3,2
"4705","5370","c",3,2
"4706","5371","b",3,3
"4707","5371","c",2,2
"4708","5372","b",3,3
"4709","5372","c",2,2
"4710","5373","b",3,6
"4711","5374","b",3,1
"4712","5375","b",3,4
"4713","5375","c",3,3
"4714","5376","b",3,3
"4715","5376","c",3,2
"4716","5377","b",3,4
"4717","5378","b",3,3
"4718","5378","c",2,2
"4719","5379","b",3,4
"4720","5379","c",4,3
"4721","5380","b",3,4
"4722","5381","b",3,5
"4723","5381","c",2,6
"4724","5382","b",3,2
"4725","5382","c",3,2
"4726","5383","b",3,6
"4727","5383","c",2,3
"4728","5384","b",3,4
"4729","5384","c",2,3
"4730","5385","b",3,3
"4731","5385","c",3,3
"4732","5386","b",3,3
"4733","5386","c",3,4
"4734","5387","b",3,6
"4735","5387","c",3,4
"4736","5388","b",3,3
"4737","5388","c",3,3
"4738","5389","b",3,7
"4739","5389","c",4,4
"4740","5390","b",3,5
"4741","5390","c",3,4
"4742","5391","b",3,1
"4743","5392","b",3,3
"4744","5392","c",2,2
"4745","5393","b",3,5
"4746","5393","c",2,2
"4747","5394","b",3,4
"4748","5394","c",3,4
"4749","5395","b",3,3
"4750","5396","b",3,3
"4751","5396","c",4,7
"4752","5397","b",3,5
"4753","5398","b",3,2
"4754","5398","c",2,2
"4755","5399","b",3,11
"4756","5400","b",3,4
"4757","5400","c",3,2
"4758","5401","b",3,4
"4759","5401","c",3,3
"4760","5402","b",3,6
"4761","5402","c",1,3
"4762","5403","b",3,4
"4763","5403","c",1,3
"4764","5404","b",3,3
"4765","5404","c",2,3
"4766","5405","b",3,4
"4767","5405","c",3,3
"4768","5406","b",3,3
"4769","5406","c",2,2
"4770","5407","b",3,8
"4771","5407","c",2,6
"4772","5408","b",3,6
"4773","5408","c",4,3
"4774","5409","b",3,4
"4775","5409","c",2,2
"4776","5410","b",3,2
"4777","5410","c",2,1
"4778","5411","b",3,2
"4779","5411","c",3,2
"4780","5412","b",3,7
"4781","5412","c",3,7
"4782","5413","b",3,3
"4783","5413","c",2,2
"4784","5414","b",3,2
"4785","5414","c",3,2
"4786","5415","b",3,3
"4787","5415","c",3,2
"4788","5416","b",3,5
"4789","5416","c",2,3
"4790","5417","b",3,2
"4791","5417","c",2,3
"4792","5418","b",3,4
"4793","5418","c",2,2
"4794","5419","b",3,4
"4795","5419","c",2,2
"4796","5420","b",3,4
"4797","5420","c",2,4
"4798","5421","b",3,5
"4799","5421","c",2,4
"4800","5422","b",3,3
"4801","5422","c",2,2
"4802","5423","b",3,3
"4803","5424","b",3,3
"4804","5424","c",2,2
"4805","5425","b",3,3
"4806","5426","b",3,4
"4807","5426","c",2,2
"4808","5427","b",3,3
"4809","5427","c",3,2
"4810","5428","b",3,2
"4811","5428","c",2,3
"4812","5429","b",3,8
"4813","5430","b",3,7
"4814","5431","b",3,8
"4815","5432","b",3,3
"4816","5432","c",2,2
"4817","5433","b",3,3
"4818","5433","c",4,1
"4819","5434","b",3,2
"4820","5434","c",4,3
"4821","5435","b",3,4
"4822","5435","c",3,2
"4823","5436","b",3,2
"4824","5436","c",3,2
"4825","5437","b",3,3
"4826","5438","b",3,1
"4827","5438","c",3,1
"4828","5439","b",3,5
"4829","5439","c",2,5
"4830","5440","b",3,3
"4831","5440","c",3,2
"4832","5441","b",3,5
"4833","5441","c",3,3
"4834","5442","b",3,8
"4835","5442","c",3,6
"4836","5443","b",3,9
"4837","5443","c",3,7
"4838","5444","b",3,3
"4839","5445","b",3,6
"4840","5445","c",2,3
"4841","5446","b",3,3
"4842","5446","c",4,3
"4843","5447","b",3,8
"4844","5447","c",3,3
"4845","5448","b",3,2
"4846","5448","c",3,2
"4847","5449","b",3,3
"4848","5449","c",1,2
"4849","5450","b",3,3
"4850","5450","c",2,2
"4851","5451","b",3,5
"4852","5451","c",3,3
"4853","5452","b",3,2
"4854","5452","c",3,3
"4855","5453","b",3,1
"4856","5453","c",4,4
"4857","5454","b",3,4
"4858","5455","b",3,6
"4859","5455","c",4,6
"4860","5456","b",3,3
"4861","5457","b",3,3
"4862","5457","c",2,3
"4863","5458","b",3,2
"4864","5458","c",3,2
"4865","5459","b",3,4
"4866","5459","c",2,3
"4867","5460","b",3,2
"4868","5460","c",3,2
"4869","5461","b",3,5
"4870","5461","c",3,3
"4871","5462","b",3,2
"4872","5462","c",4,2
"4873","5463","b",3,3
"4874","5464","b",3,3
"4875","5464","c",4,2
"4876","5465","b",3,2
"4877","5466","b",3,2
"4878","5466","c",2,2
"4879","5467","b",3,3
"4880","5468","b",3,5
"4881","5468","c",3,2
"4882","5469","b",3,3
"4883","5469","c",2,2
"4884","5470","b",3,8
"4885","5470","c",2,4
"4886","5471","b",3,2
"4887","5471","c",2,2
"4888","5472","b",3,1
"4889","5472","c",2,1
"4890","5473","b",3,7
"4891","5473","c",4,4
"4892","5474","b",3,3
"4893","5474","c",4,3
"4894","5475","b",3,3
"4895","5475","c",3,5
"4896","5476","b",3,3
"4897","5476","c",4,4
"4898","5477","b",3,1
"4899","5477","c",2,1
"4900","5478","b",3,3
"4901","5479","b",3,1
"4902","5480","b",3,2
"4903","5481","b",3,1
"4904","5481","c",4,2
"4905","5482","b",3,3
"4906","5482","c",2,1
"4907","5483","b",3,3
"4908","5483","c",3,3
"4909","5484","b",3,2
"4910","5485","b",3,3
"4911","5485","c",2,3
"4912","5486","b",3,5
"4913","5487","b",3,5
"4914","5487","c",3,3
"4915","5488","b",3,5
"4916","5488","c",3,4
"4917","5489","b",3,2
"4918","5490","b",3,10
"4919","5490","c",4,3
"4920","5491","b",3,4
"4921","5491","c",2,3
"4922","5492","b",3,3
"4923","5493","b",3,2
"4924","5493","c",2,2
"4925","5494","b",3,3
"4926","5494","c",2,3
"4927","5495","b",3,4
"4928","5496","b",3,3
"4929","5497","b",3,5
"4930","5497","c",3,4
"4931","5498","b",3,6
"4932","5498","c",2,3
"4933","5499","b",3,3
"4934","5500","b",3,4
"4935","5500","c",2,3
"4936","5501","b",3,3
"4937","5501","c",3,4
"4938","5502","b",3,4
"4939","5502","c",3,4
"4940","5503","b",3,4
"4941","5504","b",3,5
"4942","5505","b",3,11
"4943","5505","c",4,5
"4944","5506","b",3,2
"4945","5506","c",2,2
"4946","5507","b",3,3
"4947","5507","c",2,2
"4948","5508","b",3,3
"4949","5508","c",3,3
"4950","5509","b",3,6
"4951","5509","c",3,3
"4952","5510","b",3,7
"4953","5510","c",2,3
"4954","5511","b",3,6
"4955","5511","c",2,3
"4956","5512","b",3,8
"4957","5512","c",4,3
"4958","5513","b",3,6
"4959","5513","c",2,5
"4960","5514","b",3,3
"4961","5514","c",2,3
"4962","5515","b",3,6
"4963","5515","c",3,3
"4964","5516","b",3,7
"4965","5517","b",3,4
"4966","5517","c",4,3
"4967","5518","b",3,2
"4968","5518","c",4,3
"4969","5519","b",3,7
"4970","5519","c",4,4
"4971","5520","b",3,5
"4972","5520","c",4,3
"4973","5521","b",4,4
"4974","5521","c",5,7
"4975","5522","b",4,7
"4976","5522","c",3,5
"4977","5523","b",4,2
"4978","5523","c",4,5
"4979","5524","b",4,4
"4980","5524","c",2,4
"4981","5525","b",4,2
"4982","5525","c",4,2
"4983","5526","b",4,2
"4984","5527","b",4,3
"4985","5527","c",2,2
"4986","5528","b",4,3
"4987","5528","c",2,2
"4988","5529","b",4,3
"4989","5529","c",3,3
"4990","5530","b",4,5
"4991","5531","b",4,5
"4992","5531","c",2,3
"4993","5532","b",4,3
"4994","5532","c",4,3
"4995","5533","b",4,5
"4996","5533","c",2,5
"4997","5534","b",4,2
"4998","5534","c",2,2
"4999","5535","b",4,2
"5000","5536","b",4,6
"5001","5536","c",2,4
"5002","5537","b",4,7
"5003","5538","b",4,3
"5004","5538","c",3,3
"5005","5539","b",4,3
"5006","5539","c",3,3
"5007","5540","b",4,5
"5008","5541","b",4,7
"5009","5542","b",4,4
"5010","5542","c",4,3
"5011","5543","b",4,4
"5012","5543","c",4,3
"5013","5544","b",4,4
"5014","5544","c",4,5
"5015","5545","b",4,5
"5016","5546","b",4,1
"5017","5546","c",2,3
"5018","5547","b",4,5
"5019","5547","c",3,3
"5020","5548","b",4,3
"5021","5548","c",2,2
"5022","5549","b",4,4
"5023","5549","c",4,2
"5024","5550","b",4,7
"5025","5550","c",3,6
"5026","5551","b",4,2
"5027","5551","c",4,2
"5028","5552","b",4,2
"5029","5552","c",2,3
"5030","5553","b",4,6
"5031","5554","b",4,4
"5032","5554","c",4,2
"5033","5555","b",4,2
"5034","5555","c",2,2
"5035","5556","b",4,2
"5036","5556","c",2,3
"5037","5557","b",4,5
"5038","5557","c",3,4
"5039","5558","b",4,3
"5040","5558","c",4,2
"5041","5559","b",4,5
"5042","5560","b",4,2
"5043","5560","c",3,2
"5044","5561","b",4,3
"5045","5561","c",3,3
"5046","5562","b",4,5
"5047","5562","c",4,3
"5048","5563","b",4,4
"5049","5564","b",4,1
"5050","5564","c",4,1
"5051","5565","b",4,3
"5052","5565","c",4,3
"5053","5566","b",4,3
"5054","5567","b",4,5
"5055","5568","b",4,3
"5056","5568","c",4,3
"5057","5569","b",4,2
"5058","5569","c",3,1
"5059","5570","b",4,4
"5060","5571","b",4,3
"5061","5571","c",4,3
"5062","5572","b",4,4
"5063","5572","c",3,3
"5064","5573","b",4,2
"5065","5573","c",4,3
"5066","5574","b",4,8
"5067","5574","c",3,4
"5068","5575","b",4,3
"5069","5575","c",4,2
"5070","5576","b",4,6
"5071","5576","c",3,4
"5072","5577","b",4,5
"5073","5578","b",4,3
"5074","5578","c",4,3
"5075","5579","b",4,6
"5076","5579","c",3,3
"5077","5580","b",4,4
"5078","5580","c",4,2
"5079","5581","b",4,3
"5080","5581","c",2,2
"5081","5582","b",4,2
"5082","5582","c",3,2
"5083","5583","b",4,1
"5084","5584","b",4,2
"5085","5584","c",2,1
"5086","5585","b",4,3
"5087","5585","c",4,2
"5088","5586","b",4,5
"5089","5586","c",2,4
"5090","5587","b",4,5
"5091","5587","c",4,4
"5092","5588","b",4,3
"5093","5588","c",4,4
"5094","5589","b",4,5
"5095","5589","c",2,3
"5096","5590","b",4,4
"5097","5590","c",2,3
"5098","5591","b",4,3
"5099","5591","c",3,7
"5100","5592","b",4,2
"5101","5592","c",4,1
"5102","5593","b",4,1
"5103","5593","c",5,5
"5104","5594","b",4,3
"5105","5595","b",4,3
"5106","5595","c",2,2
"5107","5596","b",4,1
"5108","5597","b",4,5
"5109","5597","c",4,5
"5110","5598","b",4,2
"5111","5598","c",4,2
"5112","5599","b",4,3
"5113","5599","c",3,3
"5114","5600","b",4,5
"5115","5600","c",5,4
"5116","5601","b",4,4
"5117","5601","c",3,7
"5118","5602","b",4,7
"5119","5602","c",2,3
"5120","5603","b",4,3
"5121","5604","b",4,2
"5122","5604","c",5,4
"5123","5605","b",4,3
"5124","5605","c",3,3
"5125","5606","b",4,2
"5126","5606","c",3,2
"5127","5607","b",4,3
"5128","5607","c",4,5
"5129","5608","b",4,3
"5130","5609","b",4,1
"5131","5609","c",3,1
"5132","5610","b",4,4
"5133","5610","c",2,5
"5134","5611","b",4,4
"5135","5611","c",5,6
"5136","5612","b",4,4
"5137","5612","c",5,3
"5138","5613","b",4,9
"5139","5613","c",3,5
"5140","5614","b",5,3
"5141","5614","c",5,3
"5142","5615","b",5,3
"5143","5615","c",4,2
"5144","5616","b",5,3
"5145","5617","b",5,2
"5146","5617","c",3,1
"5147","5618","b",5,6
"5148","5619","c",2,4
"5149","5623","c",4,5
"5150","5624","c",3,2
"5151","5625","c",3,3
"5152","5627","c",2,4
"5153","5628","c",3,2
"5154","5629","c",3,4
"5155","5630","c",4,3
"5156","5631","c",3,4
"5157","5632","c",4,3
"5158","5633","b",1,2
"5159","5633","c",2,1
"5160","5634","b",1,5
"5161","5634","c",1,3
"5162","5635","b",1,2
"5163","5636","b",1,9
"5164","5637","b",1,3
"5165","5637","c",3,4
"5166","5638","b",1,3
"5167","5638","c",1,3
"5168","5639","b",1,4
"5169","5639","c",1,3
"5170","5640","b",1,2
"5171","5640","c",1,2
"5172","5641","b",1,4
"5173","5641","c",2,3
"5174","5642","b",1,4
"5175","5642","c",2,3
"5176","5643","b",1,3
"5177","5643","c",2,2
"5178","5644","b",1,3
"5179","5645","b",1,5
"5180","5646","b",1,10
"5181","5646","c",4,6
"5182","5647","b",1,2
"5183","5647","c",2,2
"5184","5648","b",1,4
"5185","5648","c",1,2
"5186","5650","b",1,3
"5187","5650","c",1,2
"5188","5651","b",1,4
"5189","5651","c",4,3
"5190","5652","b",2,5
"5191","5653","b",2,3
"5192","5653","c",2,3
"5193","5654","b",2,4
"5194","5654","c",2,4
"5195","5655","b",2,5
"5196","5655","c",2,3
"5197","5656","b",2,3
"5198","5657","b",2,2
"5199","5658","b",2,2
"5200","5659","b",2,4
"5201","5660","b",2,7
"5202","5661","b",2,2
"5203","5661","c",2,2
"5204","5662","b",2,3
"5205","5662","c",2,2
"5206","5663","b",2,2
"5207","5663","c",1,2
"5208","5664","b",2,2
"5209","5665","b",2,6
"5210","5666","b",2,7
"5211","5666","c",1,3
"5212","5667","b",2,3
"5213","5667","c",1,2
"5214","5668","b",2,1
"5215","5668","c",2,1
"5216","5669","b",2,7
"5217","5669","c",2,5
"5218","5670","b",2,4
"5219","5670","c",2,3
"5220","5671","b",2,4
"5221","5672","b",2,7
"5222","5672","c",3,3
"5223","5673","b",2,3
"5224","5673","c",3,2
"5225","5674","b",2,6
"5226","5674","c",2,3
"5227","5675","b",2,3
"5228","5675","c",3,2
"5229","5676","b",2,4
"5230","5676","c",2,2
"5231","5677","b",2,2
"5232","5677","c",1,2
"5233","5678","b",2,3
"5234","5678","c",3,2
"5235","5679","b",2,8
"5236","5679","c",3,1
"5237","5680","b",2,3
"5238","5680","c",2,3
"5239","5681","b",2,7
"5240","5681","c",2,4
"5241","5682","b",2,3
"5242","5682","c",2,3
"5243","5683","b",2,5
"5244","5683","c",3,3
"5245","5684","b",2,5
"5246","5684","c",3,3
"5247","5685","b",2,4
"5248","5685","c",2,2
"5249","5686","b",2,3
"5250","5686","c",2,2
"5251","5687","b",2,8
"5252","5687","c",3,5
"5253","5688","b",2,3
"5254","5688","c",2,3
"5255","5689","b",2,4
"5256","5690","b",2,3
"5257","5690","c",2,4
"5258","5691","b",2,2
"5259","5691","c",3,2
"5260","5692","b",2,2
"5261","5692","c",1,3
"5262","5693","b",2,5
"5263","5693","c",3,2
"5264","5694","b",2,2
"5265","5694","c",2,2
"5266","5695","b",2,1
"5267","5696","b",2,4
"5268","5696","c",2,3
"5269","5697","b",2,2
"5270","5697","c",2,3
"5271","5698","b",2,5
"5272","5698","c",2,3
"5273","5699","b",2,2
"5274","5699","c",2,4
"5275","5700","b",2,2
"5276","5700","c",1,2
"5277","5701","b",2,2
"5278","5702","b",2,2
"5279","5702","c",3,2
"5280","5703","b",2,7
"5281","5703","c",2,3
"5282","5704","b",2,3
"5283","5704","c",3,6
"5284","5705","b",2,5
"5285","5705","c",3,3
"5286","5706","b",2,6
"5287","5706","c",2,4
"5288","5707","b",2,3
"5289","5707","c",2,2
"5290","5708","b",2,5
"5291","5708","c",3,4
"5292","5709","b",2,6
"5293","5709","c",3,4
"5294","5710","b",2,5
"5295","5711","b",2,2
"5296","5711","c",2,1
"5297","5712","b",2,2
"5298","5712","c",2,2
"5299","5713","b",2,2
"5300","5714","b",2,4
"5301","5714","c",3,3
"5302","5715","b",2,2
"5303","5715","c",3,2
"5304","5716","b",2,3
"5305","5716","c",3,3
"5306","5717","b",2,3
"5307","5717","c",3,2
"5308","5718","b",2,5
"5309","5718","c",2,5
"5310","5719","b",2,2
"5311","5719","c",2,3
"5312","5720","b",2,4
"5313","5720","c",2,3
"5314","5721","b",2,2
"5315","5722","b",2,5
"5316","5722","c",2,5
"5317","5723","b",2,2
"5318","5723","c",2,2
"5319","5724","b",2,2
"5320","5724","c",3,4
"5321","5725","b",2,6
"5322","5725","c",2,3
"5323","5726","b",2,7
"5324","5726","c",1,7
"5325","5727","b",2,3
"5326","5727","c",3,4
"5327","5728","b",2,4
"5328","5728","c",2,4
"5329","5729","b",2,2
"5330","5729","c",2,2
"5331","5730","b",2,3
"5332","5730","c",2,3
"5333","5731","b",2,2
"5334","5731","c",3,2
"5335","5732","b",2,3
"5336","5732","c",2,4
"5337","5733","b",2,5
"5338","5733","c",3,4
"5339","5734","b",2,5
"5340","5734","c",2,4
"5341","5735","b",2,2
"5342","5735","c",2,2
"5343","5736","b",2,2
"5344","5736","c",2,2
"5345","5737","b",2,3
"5346","5737","c",2,2
"5347","5738","b",2,7
"5348","5738","c",2,3
"5349","5739","b",2,8
"5350","5739","c",5,1
"5351","5740","b",2,1
"5352","5740","c",2,1
"5353","5741","b",2,2
"5354","5741","c",1,2
"5355","5742","b",2,5
"5356","5742","c",4,3
"5357","5743","b",2,3
"5358","5743","c",2,3
"5359","5744","b",2,5
"5360","5744","c",2,3
"5361","5745","b",2,3
"5362","5745","c",2,2
"5363","5746","b",2,11
"5364","5746","c",3,3
"5365","5747","b",2,4
"5366","5748","b",2,3
"5367","5749","b",2,7
"5368","5749","c",2,4
"5369","5750","b",2,3
"5370","5750","c",2,5
"5371","5751","b",2,3
"5372","5751","c",4,5
"5373","5752","b",2,3
"5374","5752","c",2,3
"5375","5753","b",2,7
"5376","5753","c",3,3
"5377","5754","b",2,5
"5378","5754","c",2,3
"5379","5755","b",2,5
"5380","5756","b",2,3
"5381","5756","c",2,3
"5382","5757","b",2,3
"5383","5757","c",3,2
"5384","5758","b",2,4
"5385","5758","c",2,2
"5386","5759","b",2,1
"5387","5759","c",2,2
"5388","5760","b",2,3
"5389","5760","c",1,3
"5390","5761","b",2,1
"5391","5761","c",2,2
"5392","5762","b",2,4
"5393","5762","c",3,4
"5394","5763","b",2,4
"5395","5764","b",2,3
"5396","5764","c",3,2
"5397","5765","b",2,4
"5398","5765","c",2,3
"5399","5766","b",2,3
"5400","5766","c",2,3
"5401","5767","b",2,2
"5402","5767","c",2,3
"5403","5768","b",2,4
"5404","5768","c",2,3
"5405","5769","b",2,3
"5406","5769","c",3,2
"5407","5770","b",2,3
"5408","5771","b",2,5
"5409","5771","c",4,2
"5410","5772","b",2,2
"5411","5772","c",2,2
"5412","5773","b",2,4
"5413","5774","b",2,3
"5414","5774","c",2,1
"5415","5775","b",2,4
"5416","5775","c",2,3
"5417","5776","b",2,6
"5418","5776","c",2,3
"5419","5777","b",2,2
"5420","5777","c",2,1
"5421","5778","b",2,5
"5422","5778","c",2,3
"5423","5779","b",2,2
"5424","5779","c",2,2
"5425","5780","b",2,2
"5426","5780","c",3,2
"5427","5781","b",2,6
"5428","5781","c",2,4
"5429","5782","b",2,5
"5430","5782","c",4,3
"5431","5783","b",2,3
"5432","5783","c",3,3
"5433","5784","b",2,6
"5434","5784","c",4,6
"5435","5785","b",2,7
"5436","5785","c",3,5
"5437","5786","b",2,7
"5438","5786","c",3,3
"5439","5787","b",2,7
"5440","5788","b",2,2
"5441","5788","c",2,2
"5442","5789","b",2,3
"5443","5789","c",2,2
"5444","5790","b",2,2
"5445","5790","c",2,1
"5446","5791","b",2,1
"5447","5791","c",2,2
"5448","5792","b",2,4
"5449","5792","c",3,3
"5450","5793","b",2,2
"5451","5793","c",2,2
"5452","5794","b",2,5
"5453","5794","c",2,2
"5454","5795","b",2,3
"5455","5795","c",3,3
"5456","5796","b",2,1
"5457","5796","c",2,1
"5458","5797","b",2,3
"5459","5798","b",2,4
"5460","5798","c",2,4
"5461","5799","b",2,8
"5462","5799","c",2,3
"5463","5800","b",2,3
"5464","5800","c",3,4
"5465","5801","b",2,4
"5466","5801","c",2,3
"5467","5802","b",2,4
"5468","5802","c",3,3
"5469","5803","b",2,2
"5470","5803","c",4,5
"5471","5804","b",2,1
"5472","5804","c",2,1
"5473","5805","b",2,3
"5474","5805","c",2,3
"5475","5806","b",2,2
"5476","5806","c",3,3
"5477","5807","b",2,4
"5478","5807","c",2,3
"5479","5808","b",2,2
"5480","5808","c",2,2
"5481","5809","b",2,7
"5482","5809","c",2,2
"5483","5810","b",2,3
"5484","5811","b",2,4
"5485","5812","b",2,3
"5486","5812","c",2,3
"5487","5813","b",2,5
"5488","5813","c",3,5
